trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
5527862,07:02:00,07:02:00,108,1,0,0
5527862,07:05:00,07:05:00,106,2,0,0
5527862,07:08:00,07:08:00,105,3,0,0
5527862,07:28:00,07:28:00,4,4,1,0
5527862,07:41:00,07:41:00,1,5,0,0
5527863,07:18:00,07:18:00,108,1,0,0
5527863,07:21:00,07:21:00,106,2,0,0
5527863,07:24:00,07:24:00,105,3,0,0
5527863,07:57:00,07:57:00,1,4,0,0
5527864,07:51:00,07:51:00,108,1,0,0
5527864,07:54:00,07:54:00,106,2,0,0
5527864,07:57:00,07:57:00,105,3,0,0
5527864,08:17:00,08:17:00,4,4,1,0
5527864,08:30:00,08:30:00,1,5,0,0
5527865,08:15:00,08:15:00,108,1,0,0
5527865,08:18:00,08:18:00,106,2,0,0
5527865,08:21:00,08:21:00,105,3,0,0
5527865,08:41:00,08:41:00,4,4,1,0
5527865,08:54:00,08:54:00,1,5,0,0
5527866,08:13:00,08:13:00,112,1,0,0
5527866,08:16:00,08:16:00,111,2,0,0
5527866,08:19:00,08:19:00,110,3,0,0
5527866,08:44:00,08:44:00,4,4,1,0
5527866,08:57:00,08:57:00,1,5,0,0
5527867,08:31:00,08:31:00,108,1,0,0
5527867,08:34:00,08:34:00,106,2,0,0
5527867,08:38:00,08:38:00,105,3,0,0
5527867,09:11:00,09:11:00,1,4,0,0
5527868,08:53:00,08:53:00,112,1,0,0
5527868,08:56:00,08:56:00,111,2,0,0
5527868,08:59:00,08:59:00,110,3,0,0
5527868,09:03:00,09:03:00,108,4,0,0
5527868,09:06:00,09:06:00,106,5,0,0
5527868,09:09:00,09:09:00,105,6,0,0
5527868,09:18:00,09:18:00,56,7,1,0
5527868,09:31:00,09:31:00,4,8,1,0
5527868,09:42:00,09:42:00,1,9,0,0
5527869,09:21:00,09:21:00,112,1,0,0
5527869,09:24:00,09:24:00,111,2,0,0
5527869,09:27:00,09:27:00,110,3,0,0
5527869,09:31:00,09:31:00,108,4,0,0
5527869,09:34:00,09:34:00,106,5,0,0
5527869,09:37:00,09:37:00,105,6,0,0
5527869,09:46:00,09:46:00,56,7,1,0
5527869,09:58:00,09:58:00,4,8,1,0
5527869,10:09:00,10:09:00,1,9,0,0
5527878,17:15:00,17:15:00,112,1,0,0
5527878,17:18:00,17:18:00,111,2,0,0
5527878,17:21:00,17:21:00,110,3,0,0
5527878,17:25:00,17:25:00,108,4,0,0
5527878,17:28:00,17:28:00,106,5,0,0
5527878,17:31:00,17:31:00,105,6,0,0
5527878,17:41:00,17:41:00,56,7,1,0
5527878,17:52:00,17:52:00,4,8,1,0
5527878,18:05:00,18:05:00,1,9,0,0
5527880,18:20:00,18:20:00,112,1,0,0
5527880,18:23:00,18:23:00,111,2,0,0
5527880,18:26:00,18:26:00,110,3,0,0
5527880,18:30:00,18:30:00,108,4,0,0
5527880,18:33:00,18:33:00,106,5,0,0
5527880,18:36:00,18:36:00,105,6,0,0
5527880,18:46:00,18:46:00,56,7,1,0
5527880,18:57:00,18:57:00,4,8,1,0
5527880,19:08:00,19:08:00,1,9,0,0
5527881,00:03:00,00:03:00,124,1,0,0
5527881,00:05:00,00:05:00,121,2,0,0
5527881,00:07:00,00:07:00,120,3,0,0
5527881,00:09:00,00:09:00,118,4,0,0
5527881,00:12:00,00:12:00,116,5,0,0
5527881,00:16:00,00:16:00,115,6,0,0
5527881,00:19:00,00:19:00,114,7,0,0
5527881,00:23:00,00:23:00,112,8,0,0
5527881,00:26:00,00:26:00,111,9,0,0
5527881,00:29:00,00:29:00,110,10,0,0
5527881,00:33:00,00:33:00,108,11,0,0
5527881,00:36:00,00:36:00,106,12,0,0
5527881,00:39:00,00:39:00,105,13,0,0
5527881,00:49:00,00:49:00,56,14,1,0
5527881,01:00:00,01:00:00,4,15,1,0
5527881,01:11:00,01:11:00,1,16,0,0
5527883,04:43:00,04:43:00,124,1,0,0
5527883,04:45:00,04:45:00,121,2,0,0
5527883,04:47:00,04:47:00,120,3,0,0
5527883,04:49:00,04:49:00,118,4,0,0
5527883,04:52:00,04:52:00,116,5,0,0
5527883,04:56:00,04:56:00,115,6,0,0
5527883,04:59:00,04:59:00,114,7,0,0
5527883,05:03:00,05:03:00,112,8,0,0
5527883,05:06:00,05:06:00,111,9,0,0
5527883,05:09:00,05:09:00,110,10,0,0
5527883,05:12:00,05:12:00,108,11,0,0
5527883,05:15:00,05:15:00,106,12,0,0
5527883,05:18:00,05:18:00,105,13,0,0
5527883,05:27:00,05:27:00,56,14,1,0
5527883,05:38:00,05:38:00,4,15,1,0
5527883,05:48:00,05:48:00,1,16,0,0
5527885,05:16:00,05:16:00,124,1,0,0
5527885,05:18:00,05:18:00,121,2,0,0
5527885,05:20:00,05:20:00,120,3,0,0
5527885,05:22:00,05:22:00,118,4,0,0
5527885,05:25:00,05:25:00,116,5,0,0
5527885,05:29:00,05:29:00,115,6,0,0
5527885,05:32:00,05:32:00,114,7,0,0
5527885,05:36:00,05:36:00,112,8,0,0
5527885,05:39:00,05:39:00,111,9,0,0
5527885,05:42:00,05:42:00,110,10,0,0
5527885,05:45:00,05:45:00,108,11,0,0
5527885,05:48:00,05:48:00,106,12,0,0
5527885,05:51:00,05:51:00,105,13,0,0
5527885,06:00:00,06:00:00,56,14,1,0
5527885,06:11:00,06:11:00,4,15,1,0
5527885,06:21:00,06:21:00,1,16,0,0
5527887,05:36:00,05:36:00,124,1,0,0
5527887,05:38:00,05:38:00,121,2,0,0
5527887,05:40:00,05:40:00,120,3,0,0
5527887,05:42:00,05:42:00,118,4,0,0
5527887,05:45:00,05:45:00,116,5,0,0
5527887,05:49:00,05:49:00,115,6,0,0
5527887,05:52:00,05:52:00,114,7,0,0
5527887,05:56:00,05:56:00,112,8,0,0
5527887,05:59:00,05:59:00,111,9,0,0
5527887,06:02:00,06:02:00,110,10,0,0
5527887,06:05:00,06:05:00,108,11,0,0
5527887,06:08:00,06:08:00,106,12,0,0
5527887,06:11:00,06:11:00,105,13,0,0
5527887,06:20:00,06:20:00,56,14,1,0
5527887,06:31:00,06:31:00,4,15,1,0
5527887,06:41:00,06:41:00,1,16,0,0
5527889,05:57:00,05:57:00,124,1,0,0
5527889,05:59:00,05:59:00,121,2,0,0
5527889,06:01:00,06:01:00,120,3,0,0
5527889,06:04:00,06:04:00,118,4,0,0
5527889,06:07:00,06:07:00,116,5,0,0
5527889,06:11:00,06:11:00,115,6,0,0
5527889,06:14:00,06:14:00,114,7,0,0
5527889,06:17:00,06:17:00,112,8,0,0
5527889,06:20:00,06:20:00,111,9,0,0
5527889,06:23:00,06:23:00,110,10,0,0
5527889,06:27:00,06:27:00,108,11,0,0
5527889,06:30:00,06:30:00,106,12,0,0
5527889,06:33:00,06:33:00,105,13,0,0
5527889,06:41:00,06:41:00,56,14,1,0
5527889,06:52:00,06:52:00,4,15,1,0
5527889,07:03:00,07:03:00,1,16,0,0
5527892,06:34:00,06:34:00,124,1,0,0
5527892,06:36:00,06:36:00,121,2,0,0
5527892,06:38:00,06:38:00,120,3,0,0
5527892,06:41:00,06:41:00,118,4,0,0
5527892,06:44:00,06:44:00,116,5,0,0
5527892,06:48:00,06:48:00,115,6,0,0
5527892,06:51:00,06:51:00,114,7,0,0
5527892,07:22:00,07:22:00,4,8,1,0
5527892,07:33:00,07:33:00,1,9,0,0
5527894,07:01:00,07:01:00,112,1,0,0
5527894,07:04:00,07:04:00,111,2,0,0
5527894,07:08:00,07:08:00,110,3,0,0
5527894,07:34:00,07:34:00,4,4,1,0
5527894,07:47:00,07:47:00,1,5,0,0
5527896,06:52:00,06:52:00,121,1,0,0
5527896,06:55:00,06:55:00,120,2,0,0
5527896,06:58:00,06:58:00,118,3,0,0
5527896,07:01:00,07:01:00,116,4,0,0
5527896,07:05:00,07:05:00,115,5,0,0
5527896,07:08:00,07:08:00,114,6,0,0
5527896,07:39:00,07:39:00,4,7,1,0
5527896,07:52:00,07:52:00,1,8,0,0
5527899,07:17:00,07:17:00,112,1,0,0
5527899,07:21:00,07:21:00,111,2,0,0
5527899,07:25:00,07:25:00,110,3,0,0
5527899,08:04:00,08:04:00,1,4,0,0
5527901,06:59:00,06:59:00,124,1,0,0
5527901,07:01:00,07:01:00,121,2,0,0
5527901,07:04:00,07:04:00,120,3,0,0
5527901,07:07:00,07:07:00,118,4,0,0
5527901,07:10:00,07:10:00,116,5,0,0
5527901,07:14:00,07:14:00,115,6,0,0
5527901,07:18:00,07:18:00,114,7,0,0
5527901,07:24:00,07:24:00,112,8,0,0
5527901,07:27:00,07:27:00,111,9,0,0
5527901,07:31:00,07:31:00,110,10,0,0
5527901,07:35:00,07:35:00,108,11,0,0
5527901,07:38:00,07:38:00,106,12,0,0
5527901,07:41:00,07:41:00,105,13,0,0
5527901,07:52:00,07:52:00,56,14,1,0
5527901,08:03:00,08:03:00,4,15,1,0
5527901,08:16:00,08:16:00,1,16,0,0
5527903,07:31:00,07:31:00,115,1,0,0
5527903,07:35:00,07:35:00,114,2,0,0
5527903,08:21:00,08:21:00,1,3,0,0
5527905,07:26:00,07:26:00,124,1,0,0
5527905,07:29:00,07:29:00,121,2,0,0
5527905,07:32:00,07:32:00,120,3,0,0
5527905,07:35:00,07:35:00,118,4,0,0
5527905,07:39:00,07:39:00,116,5,0,0
5527905,08:27:00,08:27:00,1,6,0,0
5527907,07:55:00,07:55:00,112,1,0,0
5527907,07:59:00,07:59:00,111,2,0,0
5527907,08:03:00,08:03:00,110,3,0,0
5527907,08:42:00,08:42:00,1,4,0,0
5527910,07:42:00,07:42:00,124,1,0,0
5527910,07:50:00,07:50:00,116,2,0,0
5527910,07:54:00,07:54:00,115,3,0,0
5527910,07:58:00,07:58:00,114,4,0,0
5527910,08:02:00,08:02:00,112,5,0,0
5527910,08:32:00,08:32:00,4,6,1,0
5527910,08:45:00,08:45:00,1,7,0,0
5527912,07:55:00,07:55:00,124,1,0,0
5527912,07:57:00,07:57:00,121,2,0,0
5527912,08:00:00,08:00:00,120,3,0,0
5527912,08:03:00,08:03:00,118,4,0,0
5527912,08:06:00,08:06:00,116,5,0,0
5527912,08:10:00,08:10:00,115,6,0,0
5527912,08:13:00,08:13:00,114,7,0,0
5527912,08:17:00,08:17:00,112,8,0,0
5527912,08:37:00,08:37:00,56,9,1,0
5527912,09:02:00,09:02:00,1,10,0,0
5527914,08:08:00,08:08:00,124,1,0,0
5527914,08:10:00,08:10:00,121,2,0,0
5527914,08:12:00,08:12:00,120,3,0,0
5527914,08:15:00,08:15:00,118,4,0,0
5527914,08:18:00,08:18:00,116,5,0,0
5527914,08:22:00,08:22:00,115,6,0,0
5527914,08:25:00,08:25:00,114,7,0,0
5527914,08:29:00,08:29:00,112,8,0,0
5527914,08:32:00,08:32:00,111,9,0,0
5527914,08:35:00,08:35:00,110,10,0,0
5527914,08:39:00,08:39:00,108,11,0,0
5527914,08:42:00,08:42:00,106,12,0,0
5527914,08:45:00,08:45:00,105,13,0,0
5527914,08:55:00,08:55:00,56,14,1,0
5527914,09:07:00,09:07:00,4,15,1,0
5527914,09:20:00,09:20:00,1,16,0,0
5527917,08:53:00,08:53:00,124,1,0,0
5527917,08:55:00,08:55:00,121,2,0,0
5527917,08:58:00,08:58:00,120,3,0,0
5527917,09:00:00,09:00:00,118,4,0,0
5527917,09:03:00,09:03:00,116,5,0,0
5527917,09:07:00,09:07:00,115,6,0,0
5527917,09:10:00,09:10:00,114,7,0,0
5527917,09:14:00,09:14:00,112,8,0,0
5527917,09:53:00,09:53:00,1,9,0,0
5527919,09:30:00,09:30:00,124,1,0,0
5527919,09:32:00,09:32:00,121,2,0,0
5527919,09:34:00,09:34:00,120,3,0,0
5527919,09:36:00,09:36:00,118,4,0,0
5527919,09:39:00,09:39:00,116,5,0,0
5527919,09:43:00,09:43:00,115,6,0,0
5527919,09:46:00,09:46:00,114,7,0,0
5527919,09:50:00,09:50:00,112,8,0,0
5527919,09:53:00,09:53:00,111,9,0,0
5527919,09:56:00,09:56:00,110,10,0,0
5527919,10:00:00,10:00:00,108,11,0,0
5527919,10:03:00,10:03:00,106,12,0,0
5527919,10:06:00,10:06:00,105,13,0,0
5527919,10:16:00,10:16:00,56,14,1,0
5527919,10:28:00,10:28:00,4,15,1,0
5527919,10:39:00,10:39:00,1,16,0,0
5527922,10:02:00,10:02:00,124,1,0,0
5527922,10:09:00,10:09:00,116,2,0,0
5527922,10:13:00,10:13:00,115,3,0,0
5527922,10:16:00,10:16:00,114,4,0,0
5527922,10:20:00,10:20:00,112,5,0,0
5527922,10:23:00,10:23:00,111,6,0,0
5527922,10:26:00,10:26:00,110,7,0,0
5527922,10:30:00,10:30:00,108,8,0,0
5527922,10:33:00,10:33:00,106,9,0,0
5527922,10:36:00,10:36:00,105,10,0,0
5527922,10:46:00,10:46:00,56,11,1,0
5527922,10:57:00,10:57:00,4,12,1,0
5527922,11:08:00,11:08:00,1,13,0,0
5527923,10:30:00,10:30:00,124,1,0,0
5527923,10:32:00,10:32:00,121,2,0,0
5527923,10:34:00,10:34:00,120,3,0,0
5527923,10:36:00,10:36:00,118,4,0,0
5527923,10:39:00,10:39:00,116,5,0,0
5527923,10:43:00,10:43:00,115,6,0,0
5527923,10:46:00,10:46:00,114,7,0,0
5527923,10:50:00,10:50:00,112,8,0,0
5527923,10:53:00,10:53:00,111,9,0,0
5527923,10:56:00,10:56:00,110,10,0,0
5527923,11:00:00,11:00:00,108,11,0,0
5527923,11:03:00,11:03:00,106,12,0,0
5527923,11:06:00,11:06:00,105,13,0,0
5527923,11:16:00,11:16:00,56,14,1,0
5527923,11:27:00,11:27:00,4,15,1,0
5527923,11:38:00,11:38:00,1,16,0,0
5527924,11:00:00,11:00:00,124,1,0,0
5527924,11:02:00,11:02:00,121,2,0,0
5527924,11:04:00,11:04:00,120,3,0,0
5527924,11:06:00,11:06:00,118,4,0,0
5527924,11:09:00,11:09:00,116,5,0,0
5527924,11:13:00,11:13:00,115,6,0,0
5527924,11:16:00,11:16:00,114,7,0,0
5527924,11:20:00,11:20:00,112,8,0,0
5527924,11:23:00,11:23:00,111,9,0,0
5527924,11:26:00,11:26:00,110,10,0,0
5527924,11:30:00,11:30:00,108,11,0,0
5527924,11:33:00,11:33:00,106,12,0,0
5527924,11:36:00,11:36:00,105,13,0,0
5527924,11:46:00,11:46:00,56,14,1,0
5527924,11:57:00,11:57:00,4,15,1,0
5527924,12:08:00,12:08:00,1,16,0,0
5527926,11:30:00,11:30:00,124,1,0,0
5527926,11:32:00,11:32:00,121,2,0,0
5527926,11:34:00,11:34:00,120,3,0,0
5527926,11:36:00,11:36:00,118,4,0,0
5527926,11:39:00,11:39:00,116,5,0,0
5527926,11:43:00,11:43:00,115,6,0,0
5527926,11:46:00,11:46:00,114,7,0,0
5527926,11:50:00,11:50:00,112,8,0,0
5527926,11:53:00,11:53:00,111,9,0,0
5527926,11:56:00,11:56:00,110,10,0,0
5527926,12:00:00,12:00:00,108,11,0,0
5527926,12:03:00,12:03:00,106,12,0,0
5527926,12:06:00,12:06:00,105,13,0,0
5527926,12:16:00,12:16:00,56,14,1,0
5527926,12:27:00,12:27:00,4,15,1,0
5527926,12:38:00,12:38:00,1,16,0,0
5527927,12:00:00,12:00:00,124,1,0,0
5527927,12:02:00,12:02:00,121,2,0,0
5527927,12:04:00,12:04:00,120,3,0,0
5527927,12:06:00,12:06:00,118,4,0,0
5527927,12:09:00,12:09:00,116,5,0,0
5527927,12:13:00,12:13:00,115,6,0,0
5527927,12:16:00,12:16:00,114,7,0,0
5527927,12:20:00,12:20:00,112,8,0,0
5527927,12:23:00,12:23:00,111,9,0,0
5527927,12:26:00,12:26:00,110,10,0,0
5527927,12:30:00,12:30:00,108,11,0,0
5527927,12:33:00,12:33:00,106,12,0,0
5527927,12:36:00,12:36:00,105,13,0,0
5527927,12:46:00,12:46:00,56,14,1,0
5527927,12:57:00,12:57:00,4,15,1,0
5527927,13:08:00,13:08:00,1,16,0,0
5527928,12:30:00,12:30:00,124,1,0,0
5527928,12:32:00,12:32:00,121,2,0,0
5527928,12:34:00,12:34:00,120,3,0,0
5527928,12:36:00,12:36:00,118,4,0,0
5527928,12:39:00,12:39:00,116,5,0,0
5527928,12:43:00,12:43:00,115,6,0,0
5527928,12:46:00,12:46:00,114,7,0,0
5527928,12:50:00,12:50:00,112,8,0,0
5527928,12:53:00,12:53:00,111,9,0,0
5527928,12:56:00,12:56:00,110,10,0,0
5527928,13:00:00,13:00:00,108,11,0,0
5527928,13:03:00,13:03:00,106,12,0,0
5527928,13:06:00,13:06:00,105,13,0,0
5527928,13:16:00,13:16:00,56,14,1,0
5527928,13:27:00,13:27:00,4,15,1,0
5527928,13:38:00,13:38:00,1,16,0,0
5527930,13:00:00,13:00:00,124,1,0,0
5527930,13:02:00,13:02:00,121,2,0,0
5527930,13:04:00,13:04:00,120,3,0,0
5527930,13:06:00,13:06:00,118,4,0,0
5527930,13:09:00,13:09:00,116,5,0,0
5527930,13:13:00,13:13:00,115,6,0,0
5527930,13:16:00,13:16:00,114,7,0,0
5527930,13:20:00,13:20:00,112,8,0,0
5527930,13:23:00,13:23:00,111,9,0,0
5527930,13:26:00,13:26:00,110,10,0,0
5527930,13:30:00,13:30:00,108,11,0,0
5527930,13:33:00,13:33:00,106,12,0,0
5527930,13:36:00,13:36:00,105,13,0,0
5527930,13:46:00,13:46:00,56,14,1,0
5527930,13:57:00,13:57:00,4,15,1,0
5527930,14:08:00,14:08:00,1,16,0,0
5527932,13:30:00,13:30:00,124,1,0,0
5527932,13:32:00,13:32:00,121,2,0,0
5527932,13:34:00,13:34:00,120,3,0,0
5527932,13:36:00,13:36:00,118,4,0,0
5527932,13:39:00,13:39:00,116,5,0,0
5527932,13:43:00,13:43:00,115,6,0,0
5527932,13:46:00,13:46:00,114,7,0,0
5527932,13:50:00,13:50:00,112,8,0,0
5527932,13:53:00,13:53:00,111,9,0,0
5527932,13:56:00,13:56:00,110,10,0,0
5527932,14:00:00,14:00:00,108,11,0,0
5527932,14:03:00,14:03:00,106,12,0,0
5527932,14:06:00,14:06:00,105,13,0,0
5527932,14:16:00,14:16:00,56,14,1,0
5527932,14:27:00,14:27:00,4,15,1,0
5527932,14:38:00,14:38:00,1,16,0,0
5527934,14:00:00,14:00:00,124,1,0,0
5527934,14:02:00,14:02:00,121,2,0,0
5527934,14:04:00,14:04:00,120,3,0,0
5527934,14:06:00,14:06:00,118,4,0,0
5527934,14:09:00,14:09:00,116,5,0,0
5527934,14:13:00,14:13:00,115,6,0,0
5527934,14:16:00,14:16:00,114,7,0,0
5527934,14:20:00,14:20:00,112,8,0,0
5527934,14:23:00,14:23:00,111,9,0,0
5527934,14:26:00,14:26:00,110,10,0,0
5527934,14:30:00,14:30:00,108,11,0,0
5527934,14:33:00,14:33:00,106,12,0,0
5527934,14:36:00,14:36:00,105,13,0,0
5527934,14:46:00,14:46:00,56,14,1,0
5527934,14:57:00,14:57:00,4,15,1,0
5527934,15:08:00,15:08:00,1,16,0,0
5527935,14:30:00,14:30:00,124,1,0,0
5527935,14:32:00,14:32:00,121,2,0,0
5527935,14:34:00,14:34:00,120,3,0,0
5527935,14:36:00,14:36:00,118,4,0,0
5527935,14:39:00,14:39:00,116,5,0,0
5527935,14:43:00,14:43:00,115,6,0,0
5527935,14:46:00,14:46:00,114,7,0,0
5527935,14:50:00,14:50:00,112,8,0,0
5527935,14:53:00,14:53:00,111,9,0,0
5527935,14:56:00,14:56:00,110,10,0,0
5527935,15:00:00,15:00:00,108,11,0,0
5527935,15:03:00,15:03:00,106,12,0,0
5527935,15:06:00,15:06:00,105,13,0,0
5527935,15:16:00,15:16:00,56,14,1,0
5527935,15:27:00,15:27:00,4,15,1,0
5527935,15:38:00,15:38:00,1,16,0,0
5527936,15:00:00,15:00:00,124,1,0,0
5527936,15:02:00,15:02:00,121,2,0,0
5527936,15:04:00,15:04:00,120,3,0,0
5527936,15:06:00,15:06:00,118,4,0,0
5527936,15:09:00,15:09:00,116,5,0,0
5527936,15:13:00,15:13:00,115,6,0,0
5527936,15:16:00,15:16:00,114,7,0,0
5527936,15:20:00,15:20:00,112,8,0,0
5527936,15:23:00,15:23:00,111,9,0,0
5527936,15:26:00,15:26:00,110,10,0,0
5527936,15:30:00,15:30:00,108,11,0,0
5527936,15:33:00,15:33:00,106,12,0,0
5527936,15:36:00,15:36:00,105,13,0,0
5527936,15:46:00,15:46:00,56,14,1,0
5527936,15:57:00,15:57:00,4,15,1,0
5527936,16:08:00,16:08:00,1,16,0,0
5527938,15:30:00,15:30:00,124,1,0,0
5527938,15:32:00,15:32:00,121,2,0,0
5527938,15:34:00,15:34:00,120,3,0,0
5527938,15:36:00,15:36:00,118,4,0,0
5527938,15:39:00,15:39:00,116,5,0,0
5527938,15:43:00,15:43:00,115,6,0,0
5527938,15:46:00,15:46:00,114,7,0,0
5527938,15:50:00,15:50:00,112,8,0,0
5527938,15:53:00,15:53:00,111,9,0,0
5527938,15:56:00,15:56:00,110,10,0,0
5527938,16:00:00,16:00:00,108,11,0,0
5527938,16:03:00,16:03:00,106,12,0,0
5527938,16:06:00,16:06:00,105,13,0,0
5527938,16:16:00,16:16:00,56,14,1,0
5527938,16:27:00,16:27:00,4,15,1,0
5527938,16:38:00,16:38:00,1,16,0,0
5527941,16:04:00,16:04:00,124,1,0,0
5527941,16:06:00,16:06:00,121,2,0,0
5527941,16:08:00,16:08:00,120,3,0,0
5527941,16:10:00,16:10:00,118,4,0,0
5527941,16:13:00,16:13:00,116,5,0,0
5527941,16:17:00,16:17:00,115,6,0,0
5527941,16:20:00,16:20:00,114,7,0,0
5527941,16:24:00,16:24:00,112,8,0,0
5527941,16:27:00,16:27:00,111,9,0,0
5527941,16:30:00,16:30:00,110,10,0,0
5527941,16:34:00,16:34:00,108,11,0,0
5527941,16:37:00,16:37:00,106,12,0,0
5527941,16:40:00,16:40:00,105,13,0,0
5527941,16:49:00,16:49:00,56,14,1,0
5527941,17:01:00,17:01:00,4,15,1,0
5527941,17:14:00,17:14:00,1,16,0,0
5527943,16:30:00,16:30:00,124,1,0,0
5527943,16:32:00,16:32:00,121,2,0,0
5527943,16:34:00,16:34:00,120,3,0,0
5527943,16:37:00,16:37:00,118,4,0,0
5527943,16:40:00,16:40:00,116,5,0,0
5527943,16:44:00,16:44:00,115,6,0,0
5527943,16:47:00,16:47:00,114,7,0,0
5527943,16:50:00,16:50:00,112,8,0,0
5527943,16:53:00,16:53:00,111,9,0,0
5527943,16:56:00,16:56:00,110,10,0,0
5527943,17:00:00,17:00:00,108,11,0,0
5527943,17:03:00,17:03:00,106,12,0,0
5527943,17:06:00,17:06:00,105,13,0,0
5527943,17:16:00,17:16:00,56,14,1,0
5527943,17:27:00,17:27:00,4,15,1,0
5527943,17:40:00,17:40:00,1,16,0,0
5527945,17:03:00,17:03:00,124,1,0,0
5527945,17:05:00,17:05:00,121,2,0,0
5527945,17:07:00,17:07:00,120,3,0,0
5527945,17:09:00,17:09:00,118,4,0,0
5527945,17:12:00,17:12:00,116,5,0,0
5527945,17:16:00,17:16:00,115,6,0,0
5527945,17:19:00,17:19:00,114,7,0,0
5527945,17:22:00,17:22:00,112,8,0,0
5527945,17:25:00,17:25:00,111,9,0,0
5527945,17:28:00,17:28:00,110,10,0,0
5527945,17:32:00,17:32:00,108,11,0,0
5527945,17:35:00,17:35:00,106,12,0,0
5527945,17:38:00,17:38:00,105,13,0,0
5527945,17:49:00,17:49:00,56,14,1,0
5527945,18:01:00,18:01:00,4,15,1,0
5527945,18:14:00,18:14:00,1,16,0,0
5527948,18:07:00,18:07:00,124,1,0,0
5527948,18:09:00,18:09:00,121,2,0,0
5527948,18:11:00,18:11:00,120,3,0,0
5527948,18:13:00,18:13:00,118,4,0,0
5527948,18:16:00,18:16:00,116,5,0,0
5527948,18:20:00,18:20:00,115,6,0,0
5527948,18:23:00,18:23:00,114,7,0,0
5527948,18:27:00,18:27:00,112,8,0,0
5527948,18:30:00,18:30:00,111,9,0,0
5527948,18:33:00,18:33:00,110,10,0,0
5527948,18:37:00,18:37:00,108,11,0,0
5527948,18:40:00,18:40:00,106,12,0,0
5527948,18:43:00,18:43:00,105,13,0,0
5527948,18:53:00,18:53:00,56,14,1,0
5527948,19:04:00,19:04:00,4,15,1,0
5527948,19:15:00,19:15:00,1,16,0,0
5527949,18:35:00,18:35:00,124,1,0,0
5527949,18:37:00,18:37:00,121,2,0,0
5527949,18:39:00,18:39:00,120,3,0,0
5527949,18:41:00,18:41:00,118,4,0,0
5527949,18:44:00,18:44:00,116,5,0,0
5527949,18:48:00,18:48:00,115,6,0,0
5527949,18:51:00,18:51:00,114,7,0,0
5527949,18:55:00,18:55:00,112,8,0,0
5527949,18:58:00,18:58:00,111,9,0,0
5527949,19:01:00,19:01:00,110,10,0,0
5527949,19:05:00,19:05:00,108,11,0,0
5527949,19:08:00,19:08:00,106,12,0,0
5527949,19:11:00,19:11:00,105,13,0,0
5527949,19:21:00,19:21:00,56,14,1,0
5527949,19:32:00,19:32:00,4,15,1,0
5527949,19:43:00,19:43:00,1,16,0,0
5527951,19:04:00,19:04:00,124,1,0,0
5527951,19:06:00,19:06:00,121,2,0,0
5527951,19:08:00,19:08:00,120,3,0,0
5527951,19:10:00,19:10:00,118,4,0,0
5527951,19:13:00,19:13:00,116,5,0,0
5527951,19:17:00,19:17:00,115,6,0,0
5527951,19:20:00,19:20:00,114,7,0,0
5527951,19:24:00,19:24:00,112,8,0,0
5527951,19:27:00,19:27:00,111,9,0,0
5527951,19:30:00,19:30:00,110,10,0,0
5527951,19:34:00,19:34:00,108,11,0,0
5527951,19:37:00,19:37:00,106,12,0,0
5527951,19:40:00,19:40:00,105,13,0,0
5527951,19:50:00,19:50:00,56,14,1,0
5527951,20:01:00,20:01:00,4,15,1,0
5527951,20:12:00,20:12:00,1,16,0,0
5527953,19:33:00,19:33:00,124,1,0,0
5527953,19:35:00,19:35:00,121,2,0,0
5527953,19:37:00,19:37:00,120,3,0,0
5527953,19:39:00,19:39:00,118,4,0,0
5527953,19:42:00,19:42:00,116,5,0,0
5527953,19:46:00,19:46:00,115,6,0,0
5527953,19:49:00,19:49:00,114,7,0,0
5527953,19:53:00,19:53:00,112,8,0,0
5527953,19:56:00,19:56:00,111,9,0,0
5527953,19:59:00,19:59:00,110,10,0,0
5527953,20:03:00,20:03:00,108,11,0,0
5527953,20:06:00,20:06:00,106,12,0,0
5527953,20:09:00,20:09:00,105,13,0,0
5527953,20:19:00,20:19:00,56,14,1,0
5527953,20:30:00,20:30:00,4,15,1,0
5527953,20:41:00,20:41:00,1,16,0,0
5527955,20:03:00,20:03:00,124,1,0,0
5527955,20:05:00,20:05:00,121,2,0,0
5527955,20:07:00,20:07:00,120,3,0,0
5527955,20:09:00,20:09:00,118,4,0,0
5527955,20:12:00,20:12:00,116,5,0,0
5527955,20:16:00,20:16:00,115,6,0,0
5527955,20:19:00,20:19:00,114,7,0,0
5527955,20:23:00,20:23:00,112,8,0,0
5527955,20:26:00,20:26:00,111,9,0,0
5527955,20:29:00,20:29:00,110,10,0,0
5527955,20:33:00,20:33:00,108,11,0,0
5527955,20:36:00,20:36:00,106,12,0,0
5527955,20:39:00,20:39:00,105,13,0,0
5527955,20:49:00,20:49:00,56,14,1,0
5527955,21:00:00,21:00:00,4,15,1,0
5527955,21:11:00,21:11:00,1,16,0,0
5527957,20:33:00,20:33:00,124,1,0,0
5527957,20:35:00,20:35:00,121,2,0,0
5527957,20:37:00,20:37:00,120,3,0,0
5527957,20:39:00,20:39:00,118,4,0,0
5527957,20:42:00,20:42:00,116,5,0,0
5527957,20:46:00,20:46:00,115,6,0,0
5527957,20:49:00,20:49:00,114,7,0,0
